NewQuestion,MC,
Title,,
QuestionText,Extrication is defined as:,
Points,1,
Difficulty,1,
Option,0,a) using heavy equipment to access a patient.
Option,0,b) dismantling an automobile to remove a victim.
Option,100,c) removal from a dangerous situation or position.
Option,0,d) immobilizing a patient before moving him or her.
Hint,"Complexity: Easy			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1465			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-4 Define the terms extrication and entrapment.",
NewQuestion,MC,
Title,,
QuestionText,Your primary concern when arriving at the scene of a motor vehicle crash is:,
Points,1,
Difficulty,1,
Option,0,a) gaining access to the patient(s).
Option,0,b) requesting additional resources.
Option,0,c) immediately beginning triage.
Option,100,d) surveying the area for hazards.
Hint,"Complexity: Easy			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1465			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-1 Explain the responsibilities of an EMT in patient rescue and vehicle extrication.",
NewQuestion,MC,
Title,,
QuestionText,The scene size-up at a motor vehicle crash or other incident:,
Points,1,
Difficulty,1,
Option,100,a) is an ongoing process until the incident is terminated.
Option,0,b) should be performed by the most experienced EMT.
Option,0,c) is a quick visual assessment of the scene prior to entry.
Option,0,d) determines who is allowed to safely enter the hot zone.
Hint,"Complexity: Easy			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1467			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-2 Discuss how to ensure safety at the scene of a rescue incident, including scene size-up and the selection of the proper personal protective equipment and additional necessary gear.",
NewQuestion,MC,
Title,,
QuestionText,Situational awareness is most accurately defined as:,
Points,1,
Difficulty,1,
Option,0,a) an ongoing process of information gathering and scene evaluation to determine appropriate strategies and tactics.
Option,100,b) the ability to recognize any possible issues once you arrive at the scene and act proactively to avoid a negative impact.
Option,0,c) predicting the presence of certain hazards at the scene after receiving initial information from the dispatcher.
Option,0,d) performing an initial scan of the scene to identify hazards that will pose an immediate threat to you and your crew.
Hint,"Complexity: Easy			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1468			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-2 Discuss how to ensure safety at the scene of a rescue incident, including scene size-up and the selection of the proper personal protective equipment and additional necessary gear.",
NewQuestion,MC,
Title,,
QuestionText,"Upon arriving at the scene of a motor vehicle crash, you can see three patients, one who is entrapped in his car and two who have been ejected from their vehicle. You should:",
Points,1,
Difficulty,1,
Option,0,a) begin triage to determine injury severity.
Option,0,b) call medical control for further direction.
Option,100,c) immediately request additional resources.
Option,0,d) request law enforcement for traffic control.
Hint,"Complexity: Difficult			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1468			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Application			Objective: 39-2 Discuss how to ensure safety at the scene of a rescue incident, including scene size-up and the selection of the proper personal protective equipment and additional necessary gear.",
NewQuestion,MC,
Title,,
QuestionText,"To evaluate hazards present at the scene and determine the number of patients, you should:",
Points,1,
Difficulty,1,
Option,0,a) request the fire department at all scenes.
Option,100,b) perform a 360° walkaround of the scene.
Option,0,c) use the information provided by dispatch.
Option,0,d) interview bystanders present at the scene.
Hint,"Complexity: Moderate			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1468			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Application			Objective: 39-6 Discuss the various factors related to ensuring situational safety at the site of a vehicle extrication, including controlling traffic flow, performing a 360° assessment, stabilizing the vehicle, dealing with unique hazards, and evaluating the need for additional resources.",
NewQuestion,MC,
Title,,
QuestionText,"When functioning at the scene of a motor vehicle crash in which a patient will require complex extrication, you should enter the vehicle and provide care to the patient:",
Points,1,
Difficulty,1,
Option,0,a) only if the patient has experienced a major injury.
Option,0,b) after rescue personnel have cut the battery cables.
Option,100,c) after receiving approval from the incident commander.
Option,0,d) only after you believe the vehicle has been stabilized.
Hint,"Complexity: Moderate			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1469			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Application			Objective: 39-3 Describe examples of vehicle safety components that may be hazardous to both EMTs and patients following a collision and how to mitigate their dangers.",
NewQuestion,MC,
Title,,
QuestionText,_____________ is defined as the ability to reach the patient.,
Points,1,
Difficulty,1,
Option,100,a) Access
Option,0,b) Rescue
Option,0,c) Extrication
Option,0,d) Disentanglement
Hint,"Complexity: Moderate			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1470			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-5 Describe the 10 phases of vehicle extrication and the role of the EMT during each one.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following is a typical function of the rescue team?,
Points,1,
Difficulty,1,
Option,0,a) Initial triage and patient prioritization
Option,0,b) Shutting off power to downed electrical lines
Option,100,c) Providing safe entry and access to patients
Option,0,d) Providing emergency care during extrication
Hint,"Complexity: Easy			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1469			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-2 Discuss how to ensure safety at the scene of a rescue incident, including scene size-up and the selection of the proper personal protective equipment and additional necessary gear.",
NewQuestion,MC,
Title,,
QuestionText,"Common duties and responsibilities of EMS personnel at the scene of a motor vehicle crash include all of the following, except:",
Points,1,
Difficulty,1,
Option,100,a) keeping bystanders at a safe distance.
Option,0,b) assigning all patients a triage category.
Option,0,c) preparing all patients for transportation.
Option,0,d) ongoing assessment of critical patients.
Hint,"Complexity: Moderate			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1466			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Application			Objective: 39-1 Explain the responsibilities of an EMT in patient rescue and vehicle extrication.",
NewQuestion,MC,
Title,,
QuestionText,A unique consideration when dealing with a hybrid vehicle is that:,
Points,1,
Difficulty,1,
Option,0,a) you must locate the ignition switch and cut it to prevent a fire.
Option,0,b) cutting the battery cables often results in an explosion or fire.
Option,0,c) rescue teams should disconnect the positive battery cable first.
Option,100,d) the battery has higher voltage than a traditional vehicle battery.
Hint,"Complexity: Moderate			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1470			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Recall			Objective: 39-6 Discuss the various factors related to ensuring situational safety at the site of a vehicle extrication, including controlling traffic flow, performing a 360° assessment, stabilizing the vehicle, dealing with unique hazards, and evaluating the need for additional resources.",
NewQuestion,MC,
Title,,
QuestionText,"The rescue team is in the process of extricating a 40-year-old male from his truck. The patient’s wife, who was uninjured in the crash, is calmly observing the extrication and asks you if her husband will be all right. You should:",
Points,1,
Difficulty,1,
Option,100,"a) ensure that she is in a safe area, away from the scene."
Option,0,b) allow her to observe the extrication and keep her calm.
Option,0,c) ask her follow-up questions about the details of the crash.
Option,0,d) allow her to talk to her husband during the extrication.
Hint,"Complexity: Difficult			Ahead: Fundamentals of Extrication			Subject:Vehicle Extrication and Special Rescue, Page 1469			Title: Vehicle Extrication and Special Rescue			Feedback: See Fundamentals of Extrication			Taxonomy: Application			Objective: 39-6 Discuss the various factors related to ensuring situational safety at the site of a vehicle extrication, including controlling traffic flow, performing a 360° assessment, stabilizing the vehicle, dealing with unique hazards, and evaluating the need for additional resources.",
NewQuestion,MC,
Title,,
QuestionText,"When determining the exact location and position of the patient(s) in a wrecked vehicle, you and your team should routinely consider all of the following, except:",
Points,1,
Difficulty,1,
Option,0,a) the position of the crashed vehicle.
Option,0,b) hazards that pose a risk to rescuers.
Option,100,c) the make and model of the vehicle.
Option,0,d) the possibility of vehicle instability.
