NewQuestion,MC,
Title,,
QuestionText,Which of the following descriptions most accurately portrays emergency medical services (EMS)?,
Points,1,
Difficulty,1,
Option,0,a) A vast network of advanced life support (ALS) providers who provide definitive emergency care in the prehospital setting
Option,100,b) A team of health care professionals who are responsible for providing emergency care and transportation to the sick and injured
Option,0,c) A system composed exclusively of emergency medical responders (EMRs) and emergency medical technicians (EMTs) who are responsible for providing care to sick and injured patients
Option,0,d) A team of paramedics and emergency physicians who are responsible for providing emergency care to critically injured patients
Hint,"Complexity: Easy			Ahead: Introduction			Subject: EMS Systems	, Page 3			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Application			Objective: 1-1 Define emergency medical services (EMS) systems.",
NewQuestion,MC,
Title,,
QuestionText,The standards for prehospital emergency care and the individuals who provide it are typically regulated by the:,
Points,1,
Difficulty,1,
Option,100,a) state office of EMS.
Option,0,b) regional trauma center.
Option,0,c) American Heart Association.
Option,0,d) National Registry of EMTs.
Hint,"Complexity: Easy			Ahead: Introduction			Subject: EMS Systems	, Page 5			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Recall			Objective: 1-2 Name the four levels of EMT training and licensure.",
NewQuestion,MC,
Title,,
QuestionText,An EMS provider who has extensive training in various aspects of advanced life support (ALS) is called a(n):,
Points,1,
Difficulty,1,
Option,0,a) EMT.
Option,100,b) paramedic.
Option,0,c) advanced EMT (AEMT).
Option,0,d) EMR.
Hint,"Complexity: Easy			Ahead: Introduction			Subject: EMS Systems	, Page 4			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Recall			Objective: 1-2 Name the four levels of EMT training and licensure.",
NewQuestion,MC,
Title,,
QuestionText,EMT training in nearly every state meets or exceeds the guidelines recommended by the:,
Points,1,
Difficulty,1,
Option,0,a) National Registry of EMTs.
Option,0,b) individual state’s EMS protocols.
Option,0,c) National Association of EMTs.
Option,100,d) National Highway Traffic Safety Administration (NHTSA).
Hint,"Complexity: Moderate			Ahead: Introduction			Subject: EMS Systems	, Page 5			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Recall			Objective: 1-2 Name the four levels of EMT training and licensure.",
NewQuestion,MC,
Title,,
QuestionText,"According to the National EMS Scope of Practice Model, an EMT should be able to:",
Points,1,
Difficulty,1,
Option,100,a) assist a patient with certain prescribed medications.
Option,0,b) insert a peripheral IV line and infuse fluids.
Option,0,c) administer epinephrine via the subcutaneous route.
Option,0,d) interpret a basic (ECG) rhythm and treat accordingly.
Hint,"Complexity: Easy			Ahead: Levels of Training			Subject: EMS Systems	, Page 9			Title: EMS Systems			Feedback: See Levels of Training			Taxonomy: Recall			Objective: 1-5 Describe the levels of EMT training in terms of sets of knowledge, skills, and attitudes needed for each of the following: EMR, EMT, AEMT, and paramedic.",
NewQuestion,MC,
Title,,
QuestionText,"Cardiac monitoring, pharmacologic interventions, and other advanced treatment skills are functions of the:",
Points,1,
Difficulty,1,
Option,0,a) EMT.
Option,100,b) paramedic.
Option,0,c) AEMT.
Option,0,d) EMR.
Hint,"Complexity: Moderate			Ahead: Introduction			Subject: EMS Systems	, Page 4			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Recall			Objective: 1-2 Name the four levels of EMT training and licensure.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following criteria is required to become licensed and employed as an EMT?,
Points,1,
Difficulty,1,
Option,0,a) Demonstration of the ability to lift and carry at least 200 pounds
Option,100,b) Proof of immunization against certain communicable diseases
Option,0,c) A minimum of 60 college credit hours that focus on health care
Option,0,d) Successful completion of a recognized bystander CPR course
Hint,"Complexity: Easy			Ahead: Licensure Requirements			Subject: EMS Systems	, Page 7			Title: EMS Systems			Feedback: See Licensure Requirements			Taxonomy: Recall			Objective: 1-3 Describe EMT licensure criteria; include how the Americans With Disabilities Act (ADA) applies to employment as an EMT.",
NewQuestion,MC,
Title,,
QuestionText,"If an EMT candidate has been convicted of a felony or misdemeanor, he or she should:",
Points,1,
Difficulty,1,
Option,0,a) wait at least 24 months before taking another state-approved EMT class.
Option,0,b) send an official request to the National Registry of EMTs (NREMT) to seek approval to take the EMT exam.
Option,0,c) recognize that any such conviction will disqualify him or her from EMT licensure.
Option,100,d) contact the state EMS office and provide its staff with the required documentation.
Hint,"Complexity: Moderate			Ahead: Licensure Requirements			Subject: EMS Systems	, Page 7			Title: EMS Systems			Feedback: See Licensure Requirements			Taxonomy: Application			Objective: 1-3 Describe EMT licensure criteria; include how the Americans With Disabilities Act (ADA) applies to employment as an EMT.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding the Americans With Disabilities Act (ADA) of 1990 is correct?,
Points,1,
Difficulty,1,
Option,0,a) The ADA applies only to individuals with a diagnosed and well-documented physical disability.
Option,0,b) The minimum number of hours required to successfully complete an EMT course is less for candidates who are disabled.
Option,100,c) The ADA prohibits employers from failing to provide full and equal employment to those who are disabled.
Option,0,"d) According to the ADA, EMT candidates with a documented disability are exempt from taking the NREMT exam."
Hint,"Complexity: Difficult			Ahead: Licensure Requirements			Subject: EMS Systems	, Page 7			Title: EMS Systems			Feedback: See Licensure Requirements			Taxonomy: Recall			Objective: 1-3 Describe EMT licensure criteria; include how the Americans With Disabilities Act (ADA) applies to employment as an EMT.",
NewQuestion,MC,
Title,,
QuestionText,"As an EMT, you may be authorized to administer aspirin to a patient with chest pain based on:",
Points,1,
Difficulty,1,
Option,0,a) the patient’s condition.
Option,100,b) medical director approval.
Option,0,c) an order from a paramedic.
Option,0,d) the transport time to the hospital.
Hint,"Complexity: Moderate			Ahead: Components of the EMS System			Subject: EMS Systems	, Page 14			Title: EMS Systems			Feedback: See Components of the EMS System			Taxonomy: Application			Objective: 1-8 Describe how medical direction in an EMS system works and the EMT’s role in the process.",
NewQuestion,MC,
Title,,
QuestionText,"According to the National EMS Scope of Practice Model, an EMT would require special permission from the medical director and the state EMS office to:",
Points,1,
Difficulty,1,
Option,100,a) insert a peripheral intravenous catheter.
Option,0,b) apply and interpret data from a pulse oximeter.
Option,0,c) use an automatic transport ventilator.
Option,0,d) give aspirin to a patient with chest pain.
Hint,"Complexity: Moderate			Ahead: Levels of Training			Subject: EMS Systems	, Page 10			Title: EMS Systems			Feedback: See Levels of Training			Taxonomy: Recall			Objective: 1-5 Describe the levels of EMT training in terms of sets of knowledge, skills, and attitudes needed for each of the following: EMR, EMT, AEMT, and paramedic.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding the NREMT is correct?,
Points,1,
Difficulty,1,
Option,0,a) The NREMT is a governmental agency that certifies EMTs.
Option,0,b) The NREMT regulates EMS training standards.
Option,0,c) The NREMT is the exclusive certifying body for EMTs.
Option,100,d) The NREMT provides a national standard for EMS testing.
Hint,"Complexity: Easy			Ahead: Introduction			Subject: EMS Systems	, Page 3			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Recall			Objective: 1-1 Define emergency medical services (EMS) systems.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following scenarios involves the administration of ALS?,
Points,1,
Difficulty,1,
Option,100,a) A 48-year-old patient whose airway is secured with a supraglottic device
Option,0,b) A 53-year-old patient who is assisted with his prescribed nitroglycerin
Option,0,c) A 61-year-old patient who is receiving humidified supplemental oxygen
Option,0,d) A 64-year-old patient who is given aspirin for suspected cardiac chest pain
Hint,"Complexity: Easy			Ahead: Introduction			Subject: EMS Systems	, Page 4			Title: EMS Systems			Feedback: See Introduction			Taxonomy: Application			Objective: 1-2 Name the four levels of EMT training and licensure.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following skills would a layperson most likely be trained to perform before the arrival of EMS?,
Points,1,
Difficulty,1,
Option,0,a) Obtaining a manual blood pressure
Option,100,b) Bleeding control using a tourniquet
Option,0,c) Insertion of an oropharyngeal airway
Option,0,d) Administration of supplemental oxygen
Hint,"Complexity: Moderate			Ahead: Levels of Training			Subject: EMS Systems	, Page 10			Title: EMS Systems			Feedback: See Levels of Training			Taxonomy: Application			Objective: 1-5 Describe the levels of EMT training in terms of sets of knowledge, skills, and attitudes needed for each of the following: EMR, EMT, AEMT, and paramedic.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following skills or interventions is included at every level of prehospital emergency training?,
Points,1,
Difficulty,1,
Option,0,a) Oral glucose for hypoglycemia
Option,100,b) Automated external defibrillation
Option,0,c) Intranasal medication administration
Option,0,d) Use of a manually triggered ventilator
