NewQuestion,MC,
Title,,
QuestionText,"In contrast to the assessment of a trauma patient, assessment of a medical patient:",
Points,1,
Difficulty,1,
Option,0,a) almost exclusively focuses on physical signs that indicate the patient is experiencing a problem.
Option,100,"b) is focused on the nature of illness, the patient’s chief complaint, and his or her symptoms."
Option,0,c) requires a thorough head-to-toe exam that involves a detailed assessment of all body systems.
Option,0,d) is not as complex for the EMT because most patients typically present with classic symptoms.
Hint,"Complexity: Easy			Ahead: Patient Assessment			Subject:Medical Overview, Page 606			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-1 Differentiate between medical emergencies and trauma emergencies, remembering that some patients may have both.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following conditions is NOT categorized as a psychiatric condition?,
Points,1,
Difficulty,1,
Option,0,a) Depression
Option,0,b) Schizophrenia
Option,100,c) Substance abuse
Option,0,d) Alzheimer’s disease
Hint,"Complexity: Moderate			Ahead: Types of Medical Emergencies			Subject:Medical Overview, Page 605			Title: Medical Overview			Feedback: See Types of Medical Emergencies			Taxonomy: Recall			Objective: 15-2 Name the various categories of common medical emergencies and provide examples.",
NewQuestion,MC,
Title,,
QuestionText,The greatest danger in displaying a personal bias or “labeling” a patient who frequently calls EMS is:,
Points,1,
Difficulty,1,
Option,100,a) overlooking a potentially serious medical condition.
Option,0,b) making the entire EMS system look unprofessional.
Option,0,c) demeaning or humiliating the patient and his or her family.
Option,0,d) discouraging the patient from calling EMS in the future.
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 606			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,An index of suspicion is MOST accurately defined as:,
Points,1,
Difficulty,1,
Option,0,a) the EMT’s prediction of the type of illness a patient has based on how the call is dispatched.
Option,100,b) your awareness and concern for potentially serious underlying and unseen injuries or illness.
Option,0,c) ruling out specific medical conditions based on the absence of certain signs and symptoms.
Option,0,d) determining the underlying cause of a patient’s medical condition based on signs and symptoms.
Hint,"Complexity: Easy			Ahead: Patient Assessment			Subject:Medical Overview, Page 607			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,You and your EMT partner arrive at the residence of a 50-year-old man who complains of weakness. Your primary assessment reveals that he is critically ill and will require aggressive treatment. The closest hospital is 25 miles away. You should:,
Points,1,
Difficulty,1,
Option,0,"a) perform a detailed secondary assessment, assess his vital signs, and then transport rapidly."
Option,100,"b) manage all threats to airway, breathing, and circulation and consider requesting an ALS unit."
Option,0,c) administer oxygen via nonrebreathing mask and obtain as much of his medical history as possible.
Option,0,"d) load him into the ambulance, begin transport, and perform all treatment en route to the hospital."
Hint,"Complexity: Difficult			Ahead: Management, Transport, and Destination			Subject:Medical Overview, Page 612			Title: Medical Overview			Feedback: See Management, Transport, and Destination			Taxonomy: Application			Objective: 15-5 Explain the importance of transport time and destination selection for a medical patient.",
NewQuestion,MC,
Title,,
QuestionText,"When forming your general impression of a patient with a medical complaint, it is important to remember that:",
Points,1,
Difficulty,1,
Option,0,a) the majority of medical patients you encounter are also injured.
Option,0,b) it is during the general impression that assessment of the ABCs occurs.
Option,0,c) most serious medical conditions do not present with obvious symptoms.
Option,100,d) the conditions of many medical patients may not appear serious at first.
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 607			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"Upon initial contact with a patient who appears to be unconscious, you should:",
Points,1,
Difficulty,1,
Option,0,a) assess breathing depth and determine the respiratory rate.
Option,0,b) squeeze the trapezius muscle to see if the patient responds.
Option,100,c) attempt to elicit a verbal response by talking to the patient.
Option,0,d) direct your partner to apply oxygen via nonrebreathing mask.
Hint,"Complexity: Easy			Ahead: Patient Assessment			Subject:Medical Overview, Page 607			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Application			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"Your primary assessment of an elderly woman reveals that she is conscious and alert, but is experiencing difficulty breathing. She has a history of emphysema, hypertension, and congestive heart failure. As you assess the patient’s circulatory status, you should direct your partner to:",
Points,1,
Difficulty,1,
Option,0,a) perform a head-to-toe secondary assessment.
Option,0,b) assess her oxygen saturation and blood pressure.
Option,0,c) retrieve the stretcher and prepare for transport.
Option,100,d) administer oxygen with the appropriate device.
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 608			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Application			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"In addition to looking for severe bleeding, assessment of circulation in the conscious patient should involve:",
Points,1,
Difficulty,1,
Option,0,a) palpating the carotid pulse to determine the approximate rate and checking capillary refill time.
Option,0,b) taking a blood pressure and determining if the patient is alert and oriented or confused.
Option,0,c) applying a pulse oximeter probe to the finger to determine if peripheral perfusion is adequate.
Option,100,"d) checking the radial pulse and noting the color, temperature, and condition of the skin."
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 608			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"When assessing a patient with a medical complaint, which of the following would MOST likely reveal the cause of the problem?",
Points,1,
Difficulty,1,
Option,100,a) Medical history
Option,0,b) Index of suspicion
Option,0,c) Baseline vital signs
Option,0,d) Primary assessment
Hint,"Complexity: Easy			Ahead: Patient Assessment			Subject:Medical Overview, Page 606			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following will MOST reliably allow you to determine the nature of a patient’s illness?,
Points,1,
Difficulty,1,
Option,0,a) Trending of the patient’s vital signs over time
Option,100,b) Asking questions related to the chief complaint
Option,0,c) Refraining from asking open-ended questions
Option,0,d) Focusing solely on how the call is dispatched
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 608			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"A 58-year-old man complains of chest discomfort and nausea. He is conscious and alert; his blood pressure is 140/90 mm Hg, his pulse is 104 beats/min, and his respirations are 16 breaths/min. Your partner has applied supplemental oxygen. Prior to assisting the patient with one of his prescribed nitroglycerin tablets, you ask him if he takes medication to treat erectile dysfunction (ED), and he tells you that he does. You should:",
Points,1,
Difficulty,1,
Option,0,a) avoid giving him nitroglycerin and transport him at once.
Option,100,"b) ask him what he takes, how much, and when he last took it."
Option,0,c) recall that erectile ED drugs can cause significant hypertension.
Option,0,d) administer his nitroglycerin and then reassess his blood pressure.
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 608			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Application			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,"When caring for a patient who takes numerous medications, it is best to:",
Points,1,
Difficulty,1,
Option,0,"a) document the medications on your patient care report, but leave them at home so they do not get misplaced."
Option,100,b) take all of the patient’s medications with you to the hospital and document them on your patient care report.
Option,0,c) send the patient’s medications to the hospital with a family member or other person who will safeguard them.
Option,0,"d) let the hospital staff retrieve the patient’s medical records, which should show a list of his or her current medications."
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Medical Overview, Page 609			Title: Medical Overview			Feedback: See Patient Assessment			Taxonomy: Recall			Objective: 15-4 Discuss the assessment of a patient with a medical emergency.",
NewQuestion,MC,
Title,,
QuestionText,The secondary assessment of a medical patient:,
Points,1,
Difficulty,1,
Option,0,a) should routinely include a comprehensive examination from head to toe.
Option,0,"b) should be performed at the scene, especially if the patient is critically ill."
Option,100,c) is not practical if the patient is critically ill or your transport time is short.
Option,0,d) is typically limited to a focused exam for patients who are unconscious.
