NewQuestion,MC,
Title,,
QuestionText,The first month of life after birth is referred to as the:,
Points,1,
Difficulty,1,
Option,100,a) neonatal period.
Option,0,b) toddler period.
Option,0,c) start of infancy.
Option,0,d) premature phase.
Hint,"Complexity: Easy			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1285			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-2 Discuss the physical and cognitive developmental stages of an infant, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding a 3-month-old infant is correct?,
Points,1,
Difficulty,1,
Option,0,a) The infant is unable to turn his or her head and focus.
Option,0,b) The infant should be aroused easily from a sleeping state.
Option,0,"c) At this age, the infant typically sleeps for up to 8 hours a day."
Option,100,d) A 3-month-old infant can distinguish a parent from a stranger.
Hint,"Complexity: Easy			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1285			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-2 Discuss the physical and cognitive developmental stages of an infant, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,A child might begin to show signs of separation anxiety as early as:,
Points,1,
Difficulty,1,
Option,0,a) 2 months.
Option,100,b) 6 months.
Option,0,c) 12 months.
Option,0,d) 18 months.
Hint,"Complexity: Easy			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1285			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-2 Discuss the physical and cognitive developmental stages of an infant, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,"Unless he or she is critically ill or injured, you should generally begin your assessment of a toddler:",
Points,1,
Difficulty,1,
Option,100,a) at the feet.
Option,0,b) at the head.
Option,0,c) in the ambulance.
Option,0,d) en route to the hospital.
Hint,"Complexity: Moderate			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1286			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-3 Discuss the physical and cognitive developmental stages of a toddler, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding preschool-age children is correct?,
Points,1,
Difficulty,1,
Option,0,a) They realize that injuries are not a form of punishment.
Option,0,b) Preschoolers are usually not fearful of pain or separation.
Option,0,c) The preschool age begins after the child turns 2 years old.
Option,100,d) They can usually identify painful areas when questioned.
Hint,"Complexity: Moderate			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1287			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-4 Discuss the physical and cognitive developmental stages of a preschool-age child, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,"When assessing an 8-year-old child, you should:",
Points,1,
Difficulty,1,
Option,0,a) refrain from taking a blood pressure.
Option,100,"b) talk to the child, not just the caregiver."
Option,0,c) use a toe-to-head assessment approach.
Option,0,d) rely solely on the parent for information.
Hint,"Complexity: Easy			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1288			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-5 Discuss the physical and cognitive developmental stages of a school-age child, including health risks, signs that may indicate illness, and patient assessment.",
NewQuestion,MC,
Title,,
QuestionText,"When assessing or treating an adolescent patient, it is important to remember that:",
Points,1,
Difficulty,1,
Option,100,a) they usually do not wish to be observed during a procedure.
Option,0,b) it is generally not necessary to explain procedures in advance.
Option,0,c) they often request medication to help in the relief of severe pain.
Option,0,d) they cannot understand complex concepts and treatment options.
Hint,"Complexity: Moderate			Ahead: Growth and Development			Subject:Pediatric Emergencies, Page 1289			Title: Pediatric Emergencies			Feedback: See Growth and Development			Taxonomy: Recall			Objective: 35-6 Discuss the physical and cognitive developmental stages of an adolescent, including health risks, patient assessment, and privacy issues.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding a pediatric patient’s anatomy is correct?,
Points,1,
Difficulty,1,
Option,0,a) The tracheal rings of a child are more rigid than an adult’s tracheal rings.
Option,0,b) A child’s tongue is proportionately smaller than an adult’s tongue.
Option,100,"c) Children have a larger, rounder occiput compared to adults."
Option,0,d) The child’s epiglottis is less floppy and smaller than an adult’s epiglottis.
Hint,"Complexity: Easy			Ahead: Anatomy and Physiology			Subject:Pediatric Emergencies, Page 1290			Title: Pediatric Emergencies			Feedback: See Anatomy and Physiology			Taxonomy: Recall			Objective: 35-7 Describe differences in the anatomy and physiology of the pediatric patient compared to the adult patient and their implications for EMTs, with a focus on the following body systems: respiratory, circulatory, nervous, gastrointestinal, musculoskeletal, and integumentary.",
NewQuestion,MC,
Title,,
QuestionText,The normal respiratory rate for a newborn should not exceed ______ breaths/min.,
Points,1,
Difficulty,1,
Option,0,a) 50
Option,100,b) 60
Option,0,c) 70
Option,0,d) 80
Hint,"Complexity: Moderate			Ahead: Anatomy and Physiology			Subject:Pediatric Emergencies, Page 1291			Title: Pediatric Emergencies			Feedback: See Anatomy and Physiology			Taxonomy: Recall			Objective: 35-7 Describe differences in the anatomy and physiology of the pediatric patient compared to the adult patient and their implications for EMTs, with a focus on the following body systems: respiratory, circulatory, nervous, gastrointestinal, musculoskeletal, and integumentary.",
NewQuestion,MC,
Title,,
QuestionText,"Compared to an adult, the diaphragm dictates the amount of air that a child inspires because the:",
Points,1,
Difficulty,1,
Option,100,a) intercostal muscles are not well developed.
Option,0,b) rib cage is rigid and provides little flexibility.
Option,0,c) abdominal organs force the diaphragm upward.
Option,0,d) upper airway is smaller and easily collapsible.
Hint,"Complexity: Moderate			Ahead: Anatomy and Physiology			Subject:Pediatric Emergencies, Page 1291			Title: Pediatric Emergencies			Feedback: See Anatomy and Physiology			Taxonomy: Recall			Objective: 35-7 Describe differences in the anatomy and physiology of the pediatric patient compared to the adult patient and their implications for EMTs, with a focus on the following body systems: respiratory, circulatory, nervous, gastrointestinal, musculoskeletal, and integumentary.",
NewQuestion,MC,
Title,,
QuestionText,Pale skin in a child indicates that the:,
Points,1,
Difficulty,1,
Option,0,a) child is in severe decompensated shock.
Option,0,b) oxygen content in the blood is decreased.
Option,100,c) blood vessels near the skin are constricted.
Option,0,d) child’s core body temperature is elevated.
Hint,"Complexity: Moderate			Ahead: Patient Assessment			Subject:Pediatric Emergencies, Page 1296			Title: Pediatric Emergencies			Feedback: See Patient Assessment			Taxonomy: Analysis			Objective: 35-9 Explain the steps in the primary assessment of a pediatric patient, including the elements of the pediatric assessment triangle (PAT), hands-on XABCs, transport decision considerations, and privacy issues.",
NewQuestion,MC,
Title,,
QuestionText,Signs of vasoconstriction in the infant or child include:,
Points,1,
Difficulty,1,
Option,0,"a) warm, dry skin."
Option,100,b) weak distal pulses.
Option,0,c) a rapid heart rate.
Option,0,d) brisk capillary refill.
Hint,"Complexity: Moderate			Ahead: Anatomy and Physiology			Subject:Pediatric Emergencies, Page 1292			Title: Pediatric Emergencies			Feedback: See Anatomy and Physiology			Taxonomy: Recall			Objective: 35-7 Describe differences in the anatomy and physiology of the pediatric patient compared to the adult patient and their implications for EMTs, with a focus on the following body systems: respiratory, circulatory, nervous, gastrointestinal, musculoskeletal, and integumentary.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following statements regarding spinal injuries in pediatric patients is correct?,
Points,1,
Difficulty,1,
Option,0,"a) Because of a child’s proportionately large head, they are more prone to spinal cord injuries than adults."
Option,0,"b) The majority of cervical spine injuries in children are partial transections of the spinal cord, resulting in partial paralysis."
Option,0,c) Most cervical spine fractures in infants and children occur between the first and second cervical vertebrae.
Option,100,"d) If the cervical spine is injured, it is most likely an injury to the ligaments because of rapid movement of the head."
Hint,"Complexity: Moderate			Ahead: Anatomy and Physiology			Subject:Pediatric Emergencies, Page 1292			Title: Pediatric Emergencies			Feedback: See Anatomy and Physiology			Taxonomy: Application			Objective: 35-7 Describe differences in the anatomy and physiology of the pediatric patient compared to the adult patient and their implications for EMTs, with a focus on the following body systems: respiratory, circulatory, nervous, gastrointestinal, musculoskeletal, and integumentary.",
NewQuestion,MC,
Title,,
QuestionText,"Compared to adults, the liver and spleen of pediatric patients are more prone to injury and bleeding because they are:",
Points,1,
Difficulty,1,
Option,100,a) proportionately larger and situated more anteriorly.
Option,0,b) more vascular even though they are proportionately smaller.
Option,0,"c) spaced further apart, which causes them to shift following trauma."
Option,0,"d) lower in the abdominal cavity, where the muscles are not as strong."
