NewQuestion,MC,
Title,,
QuestionText,A dysbarism injury refers to the signs and symptoms related to changes in:,
Points,1,
Difficulty,1,
Option,0,a) rapid ascent.
Option,0,b) rapid descent.
Option,0,c) decompression.
Option,100,d) barometric pressure.
Hint,"Complexity: Easy			Ahead: High Altitude			Subject:Environmental Emergencies, Page 1226			Title: Environmental Emergencies			Feedback: See High Altitude			Taxonomy: Recall			Objective: 33-16 Discuss the types of dysbarism injuries, including their incidence, risk factors, signs and symptoms, and emergency medical treatment.",
NewQuestion,MC,
Title,,
QuestionText,"When a warm hand is immersed in water that is 70°F (21°C), heat is transferred from the hand to the water through a process called:",
Points,1,
Difficulty,1,
Option,0,a) radiation.
Option,100,b) conduction.
Option,0,c) convection.
Option,0,d) evaporation.
Hint,"Complexity: Easy			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1202			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Analysis			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,"The transfer of heat to circulating air, such as when cool air moves across the body’s surface, is called:",
Points,1,
Difficulty,1,
Option,0,a) radiation.
Option,0,b) conduction.
Option,100,c) convection.
Option,0,d) evaporation.
Hint,"Complexity: Easy			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1202			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,"The body’s natural cooling mechanism, in which sweat is converted to a gas, is called:",
Points,1,
Difficulty,1,
Option,0,a) radiation.
Option,0,b) convection.
Option,0,c) conduction.
Option,100,d) evaporation.
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1202			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,Heat loss from the body through respiration occurs when:,
Points,1,
Difficulty,1,
Option,100,a) warm air is exhaled into the atmosphere.
Option,0,b) the core body temperature is greater than 98°F (37°C).
Option,0,c) cool air is inhaled and displaces warm air.
Option,0,d) air temperature is greater than body temperature.
Hint,"Complexity: Easy			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1202			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,Shivering is a mechanism in which the body generates heat by:,
Points,1,
Difficulty,1,
Option,100,a) increasing the metabolic rate.
Option,0,b) decreasing the use of oxygen.
Option,0,c) decreasing the metabolic rate.
Option,0,d) retaining excess carbon dioxide.
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1202			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,Covering a patient’s _________ will significantly minimize radiation heat loss.,
Points,1,
Difficulty,1,
Option,100,a) head
Option,0,b) chest
Option,0,c) abdomen
Option,0,d) extremities
Hint,"Complexity: Easy			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,Hypothermia occurs when the core body temperature falls below:,
Points,1,
Difficulty,1,
Option,0,a) 98°F (37°C).
Option,100,b) 95°F (35°C).
Option,0,c) 90°F (32°C).
Option,0,d) 88°F (31°C).
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-3 Describe the four general stages of hypothermia.",
NewQuestion,MC,
Title,,
QuestionText,The body’s natural protective mechanisms against heat loss are:,
Points,1,
Difficulty,1,
Option,0,a) shivering and vasodilation.
Option,0,b) vasodilation and respiration.
Option,0,c) respiration and constriction of blood vessels in the skin.
Option,100,d) constriction of blood vessels in the skin and shivering.
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,"Compared to adults, infants and children are at higher risk for hypothermia for all of the following reasons, except:",
Points,1,
Difficulty,1,
Option,0,a) a decreased ability to shiver.
Option,100,b) a relatively small surface area.
Option,0,c) a smaller amount of body fat.
Option,0,d) a smaller overall muscle mass.
Hint,"Complexity: Moderate			Ahead: Factors Affecting Exposure			Subject:Environmental Emergencies, Page 1201			Title: Environmental Emergencies			Feedback: See Factors Affecting Exposure			Taxonomy: Recall			Objective: 33-1 Identify the four factors that affect how a person deals with exposure to a cold or hot environment.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following conditions would be the least likely to increase a person’s risk of hypothermia?,
Points,1,
Difficulty,1,
Option,0,a) Head injury
Option,0,b) Severe infection
Option,100,c) Hyperglycemia
Option,0,d) Spinal cord injury
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Analysis			Objective: 33-3 Describe the four general stages of hypothermia.",
NewQuestion,MC,
Title,,
QuestionText,"To assess a patient’s general body temperature, pull back on your glove and place the back of your hand on his or her skin at the:",
Points,1,
Difficulty,1,
Option,0,a) neck.
Option,0,b) chest.
Option,100,c) abdomen.
Option,0,d) forehead.
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,"To obtain the most accurate reading of a patient’s core body temperature, you should place a special hypothermia thermometer:",
Points,1,
Difficulty,1,
Option,100,a) into the patient’s rectum.
Option,0,b) under the patient’s tongue.
Option,0,c) behind the patient’s knee.
Option,0,d) under the patient’s armpit.
Hint,"Complexity: Easy			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-5 Describe the process of providing emergency care to a patient who has sustained a cold injury, including assessment of the patient, review of signs and symptoms, and management of care.",
NewQuestion,MC,
Title,,
QuestionText,A patient with a core body temperature of 95°F (35°C) will most likely experience:,
Points,1,
Difficulty,1,
Option,0,a) a slow pulse.
Option,100,b) rapid breathing.
Option,0,c) muscle stiffness.
Option,0,d) loss of consciousness.
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1203			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Application			Objective: 33-2 Describe the five ways heat loss occurs in the body, and how the rate and amount of heat loss or gain can be modified in an emergency situation.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following would be the least likely to occur in a patient with a core body temperature of between 89°F (32°C) and 92°F (33°C)?,
Points,1,
Difficulty,1,
Option,100,a) Muscle activity increases
Option,0,b) Shivering stops
Option,0,c) Finger motion ceases
Option,0,d) Mental status decreases
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1204			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-5 Describe the process of providing emergency care to a patient who has sustained a cold injury, including assessment of the patient, review of signs and symptoms, and management of care.",
NewQuestion,MC,
Title,,
QuestionText,A person’s ability to shiver is lost when his or her body temperature falls below:,
Points,1,
Difficulty,1,
Option,100,a) 90°F (32°C).
Option,0,b) 92°F (33°C).
Option,0,c) 94°F (34°C).
Option,0,d) 95°F (35°C).
Hint,"Complexity: Moderate			Ahead: Cold Exposure			Subject:Environmental Emergencies, Page 1204			Title: Environmental Emergencies			Feedback: See Cold Exposure			Taxonomy: Recall			Objective: 33-3 Describe the four general stages of hypothermia.",
NewQuestion,MC,
