NewQuestion,MC,
Title,,
QuestionText,"The nose, chin, umbilicus (navel), and spine are examples of ___________ anatomic structures.",
Points,1,
Difficulty,1,
Option,100,a) midline
Option,0,b) proximal
Option,0,c) superior
Option,0,d) midaxillary
Hint,"Complexity: Easy			Ahead: Topographic Anatomy			Subject:The Human Body, Page 191			Title: The Human Body			Feedback: See Topographic Anatomy			Taxonomy: Recall			Objective: 6-1 Identify the body’s topographic anatomy, including the anatomic position and the planes of the body.",
NewQuestion,MC,
Title,,
QuestionText,The ___________ plane separates the body into left and right halves.,
Points,1,
Difficulty,1,
Option,0,a) sagittal
Option,0,b) coronal
Option,0,c) transverse
Option,100,d) midsagittal
Hint,"Complexity: Moderate			Ahead: Topographic Anatomy			Subject:The Human Body, Page 191			Title: The Human Body			Feedback: See Topographic Anatomy			Taxonomy: Recall			Objective: 6-1 Identify the body’s topographic anatomy, including the anatomic position and the planes of the body.",
NewQuestion,MC,
Title,,
QuestionText,The axial skeleton is composed of the:,
Points,1,
Difficulty,1,
Option,0,"a) arms, legs, and pelvis."
Option,0,b) lower part of the torso and the legs.
Option,100,"c) skull, face, thorax, and vertebral column."
Option,0,d) bones that constitute the pelvic girdle.
Hint,"Complexity: Easy			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 191			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The brain connects to the spinal cord through a large opening at the base of the skull called the:,
Points,1,
Difficulty,1,
Option,0,a) foramen ovale.
Option,0,b) vertebral foramen.
Option,0,c) spinous foramen.
Option,100,d) foramen magnum.
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,Which of the following is not a facial bone?,
Points,1,
Difficulty,1,
Option,100,a) Mastoid
Option,0,b) Maxilla
Option,0,c) Mandible
Option,0,d) Zygoma
Hint,"Complexity: Easy			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,"The ___________ is made up of the maxilla and zygoma, as well as the frontal bone of the cranium.",
Points,1,
Difficulty,1,
Option,100,a) orbit
Option,0,b) occiput
Option,0,c) mastoid
Option,0,d) sphenoid
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Application			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The atlas is the:,
Points,1,
Difficulty,1,
Option,0,a) point where the ribs attach to the sternum.
Option,0,"b) seventh cervical vertebra, which is easily palpable."
Option,100,"c) first cervical vertebra, which articulates with the skull."
Option,0,d) attachment between the first and second cervical vertebrae.
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The cervical spine is composed of ___________ vertebrae.,
Points,1,
Difficulty,1,
Option,0,a) four
Option,0,b) five
Option,0,c) six
Option,100,d) seven
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,Twelve pairs of ribs attach to the ___________ section of the spinal column.,
Points,1,
Difficulty,1,
Option,0,a) sacral
Option,0,b) lumbar
Option,100,c) thoracic
Option,0,d) coccyx
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The ___________ portion of the spinal column is joined to the iliac bones of the pelvis.,
Points,1,
Difficulty,1,
Option,100,a) sacrum
Option,0,b) coccyx
Option,0,c) lumbar
Option,0,d) thoracic
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 194			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,"The most distal four spinal vertebrae, which are fused together, form the:",
Points,1,
Difficulty,1,
Option,0,a) ilium.
Option,100,b) coccyx.
Option,0,c) sacrum.
Option,0,d) ischium.
Hint,"Complexity: Easy			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 194			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,"The areas of the spinal column, in descending order, are:",
Points,1,
Difficulty,1,
Option,0,"a) cervical, thoracic, sacral, lumbar, and coccyx."
Option,100,"b) cervical, thoracic, lumbar, sacral, and coccyx."
Option,0,"c) cervical, thoracic, coccyx, lumbar, and sacral."
Option,0,"d) cervical, lumbar, thoracic, sacral, and coccyx."
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 193-194			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The most superior section of the sternum is called the:,
Points,1,
Difficulty,1,
Option,100,a) manubrium.
Option,0,b) costal arch.
Option,0,c) angle of Louis.
Option,0,d) xiphoid process.
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 195			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The inferior cartilaginous tip of the sternum is called the:,
Points,1,
Difficulty,1,
Option,0,a) sternal notch.
Option,100,b) xiphoid process.
Option,0,c) angle of Louis.
Option,0,d) jugular notch.
Hint,"Complexity: Moderate			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 195			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The three bones that make up the shoulder girdle are the:,
Points,1,
Difficulty,1,
Option,100,"a) clavicle, scapula, and humerus."
Option,0,"b) acromion, clavicle, and scapula."
Option,0,"c) acromion, scapula, and humerus."
Option,0,"d) acromion, humerus, and clavicle."
Hint,"Complexity: Easy			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 195			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The ____________ is a muscular dome that separates the thorax from the abdomen.,
Points,1,
Difficulty,1,
Option,0,a) costal arch
Option,100,b) diaphragm
Option,0,c) mediastinum
Option,0,d) costovertebral angle
Hint,"Complexity: Easy			Ahead: The Respiratory System: Anatomy			Subject:The Human Body, Page 202			Title: The Human Body			Feedback: See The Respiratory System: Anatomy			Taxonomy: Recall			Objective: 6-4 Discuss the anatomy and physiology of the respiratory system.",
NewQuestion,MC,
Title,,
QuestionText,"The large, flat, triangular bone that overlies the posterior thoracic wall is called the:",
Points,1,
Difficulty,1,
Option,0,a) glenoid.
Option,0,b) clavicle.
Option,100,c) scapula.
Option,0,d) acromion.
Hint,"Complexity: Easy			Ahead: The Skeletal System: Anatomy			Subject:The Human Body, Page 195			Title: The Human Body			Feedback: See The Skeletal System: Anatomy			Taxonomy: Recall			Objective: 6-2 Identify the anatomy and physiology of the skeletal system.",
NewQuestion,MC,
Title,,
QuestionText,The bones of the forearm are called the:,
Points,1,
Difficulty,1,
Option,100,a) radius and ulna.
Option,0,b) tibia and radius.
Option,0,c) humerus and ulna.
Option,0,d) radius and humerus.
